Location,Bedrooms,Bathrooms,Date,Amenities,Property Type,Payment_type,Price,Sub_county
"Parklands, Westlands",3.0,3.0,2024-10-07,"['Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'Gated Community', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre']",flats-apartments,rent,200000,Westlands
"Parklands, Westlands",3.0,3.0,2024-10-07,"['Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'Furnished', 'Garden', 'Gated Community', 'Hospital', 'Lift/Elevator', 'School', 'Service Charge Included', 'Shopping Centre']",flats-apartments,rent,350000,Westlands
"Westlands Area, Westlands",3.0,3.0,2024-10-07,"['Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Gated Community', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,250000,Westlands
"Wood Avenue, Kilimani",2.0,2.0,2024-07-24,"['Backup Generator', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Serviced', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,150000,Dagoretti North
"Westlands Area, Westlands",3.0,4.0,2024-07-26,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,200000,Westlands
"Westlands Area, Westlands",3.0,4.0,2024-07-19,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,325000,Westlands
Langata,3.0,3.0,2024-10-07,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,165000,Langata
"Nyari, Westlands",2.0,2.0,2024-10-07,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Serviced', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,280000,Westlands
"Westlands Area, Westlands",3.0,3.0,2024-10-07,[],flats-apartments,rent,110000,Westlands
"Westlands Area, Westlands",2.0,2.0,2024-10-07,[],flats-apartments,rent,70000,Westlands
"Westlands Area, Westlands",2.0,2.0,2024-07-26,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,300000,Westlands
"Kitisuru, Westlands",2.0,3.0,2024-07-26,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,250000,Westlands
"Nyari, Westlands",1.0,1.0,2024-10-07,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,160000,Westlands
Kileleshwa,4.0,5.0,2024-07-26,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,200000,Dagoretti North
"Rosslyn, Westlands",1.0,1.0,2024-10-07,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Serviced', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,200000,Westlands
"0705J, Kileleshwa Estate., Kileleshwa",2.0,2.0,2024-07-19,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Wheelchair Access']",flats-apartments,rent,110000,Dagoretti North
Kilimani,2.0,1.0,2024-10-07,"['Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Pet Friendly', 'School', 'Service Charge Included', 'Shopping Centre']",flats-apartments,rent,60000,Dagoretti North
Kilimani,2.0,2.0,2024-10-07,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,85000,Dagoretti North
Kileleshwa,2.0,3.0,2024-10-07,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,95000,Dagoretti North
Kileleshwa,2.0,3.0,2024-10-07,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,85000,Dagoretti North
Kilimani,1.0,1.0,2024-03-06,"['Alarm', 'BBQ', 'Backup Generator', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,150000,Dagoretti North
"Riverside, Westlands",1.0,1.0,2024-08-07,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Scenic View', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,200000,Westlands
"Westlands Area, Westlands",1.0,1.0,2024-09-07,"['Backup Generator', 'Gym', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre']",flats-apartments,rent,40000,Westlands
Kileleshwa,2.0,2.0,2024-09-07,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool']",flats-apartments,rent,100000,Dagoretti North
Lavington,3.0,2.0,2024-09-07,[],flats-apartments,rent,200000,Dagoretti North
"Riverside, Westlands",2.0,2.0,2024-07-26,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Wheelchair Access']",flats-apartments,rent,110000,Westlands
Kilimani,4.0,4.0,2024-07-26,[],flats-apartments,rent,449000,Dagoretti North
"Westlands Area, Westlands",1.0,1.0,2024-09-07,[],flats-apartments,rent,40000,Westlands
"0709J, Mbaazi Road, Lavington",3.0,4.0,2024-07-19,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,200000,Dagoretti North
"Spring Valley, Westlands",2.0,2.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,270000,Westlands
Kilimani,2.0,2.0,2024-09-07,"['Backup Generator', 'Borehole', 'Electric Fence', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included']",flats-apartments,rent,100000,Dagoretti North
"Kitisuru, Westlands",2.0,2.0,2024-07-27,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,230000,Westlands
"Brookside drive, Westlands Area, Westlands",2.0,2.0,2024-09-07,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,180000,Westlands
"Westlands Area, Westlands",2.0,2.0,2024-07-27,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,250000,Westlands
"Rhapta rd, Westlands Area, Westlands",1.0,1.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,100000,Westlands
"Rhapta rd, Westlands Area, Westlands",2.0,2.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,155000,Westlands
Kilimani,1.0,2.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,110000,Dagoretti North
"Ameziah, Muthiga, Kinoo, Kikuyu",0.0,1.0,2024-09-07,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,17000,Dagoretti South
"Ameziah, Muthiga, Kinoo, Kikuyu",1.0,1.0,2024-09-07,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,27000,Dagoretti South
"Brookside drive, Westlands Area, Westlands",3.0,3.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,300000,Westlands
"Parklands, Westlands",3.0,3.0,2024-09-07,"['Backup Generator', 'Bus Stop', 'CCTV', 'En Suite', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre']",flats-apartments,rent,115000,Westlands
Kileleshwa,2.0,2.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,260000,Dagoretti North
"Tebere Crescent, Kileleshwa",3.0,4.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,150000,Dagoretti North
"Tebere crescent, Kileleshwa",3.0,4.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,165000,Dagoretti North
"General mathenge drive, Westlands Area, Westlands",3.0,3.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,150000,Westlands
"Westlands Area, Westlands",0.0,0.0,2024-09-07,"['Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'Furnished', 'Gated Community', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre']",flats-apartments,rent,220000,Westlands
"Off river side drive, Riverside, Westlands",3.0,4.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,160000,Westlands
"Near Sarit Centre, Westlands Area, Westlands",2.0,2.0,2024-09-07,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Wheelchair Access']",flats-apartments,rent,70000,Westlands
"Off riara road, Kilimani",3.0,4.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,130000,Dagoretti North
Kileleshwa,3.0,3.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,320000,Dagoretti North
"Westlands Area, Westlands",3.0,3.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,115000,Westlands
"Mpaka road, Parklands, Westlands",4.0,4.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters']",flats-apartments,rent,166000,Westlands
"Off Rhapta Road, Westlands Area, Westlands",3.0,3.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,140000,Westlands
"Rhapta road, Westlands Area, Westlands",3.0,3.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Wheelchair Access']",flats-apartments,rent,134000,Westlands
"Westlands Area, Westlands",3.0,3.0,2024-09-07,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,390000,Westlands
"Parklands, Westlands",3.0,3.0,2024-04-01,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",flats-apartments,rent,210000,Westlands
"Riverside, Westlands",2.0,2.0,2024-09-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,270000,Westlands
Kileleshwa,3.0,4.0,2024-08-07,"['En Suite', 'Parking']",flats-apartments,rent,170000,Dagoretti North
Kileleshwa,4.0,4.0,2024-08-07,"['En Suite', 'Parking']",flats-apartments,rent,220000,Dagoretti North
Lavington,3.0,3.0,2024-09-07,['En Suite'],flats-apartments,rent,130000,Dagoretti North
"Westlands Area, Westlands",2.0,2.0,2024-11-06,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,200000,Westlands
"Westlands Area, Westlands",2.0,2.0,2024-04-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,230000,Westlands
"Westlands Area, Westlands",2.0,2.0,2024-02-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,230000,Westlands
Lavington,1.0,1.0,2024-06-22,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Furnished', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,120000,Dagoretti North
Lavington,1.0,1.0,2024-06-22,"['Alarm', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Golf Course', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,120000,Dagoretti North
"Westlands Area, Westlands",2.0,2.0,2024-02-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,170000,Westlands
"Westlands Area, Westlands",1.0,1.0,2024-09-07,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Gym', 'Lift/Elevator', 'Parking', 'Scenic View', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool']",flats-apartments,rent,190000,Westlands
"Riverside, Westlands",2.0,2.0,2024-03-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,250000,Westlands
"Runda, Westlands",2.0,2.0,2024-09-07,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'School', 'Shopping Centre']",flats-apartments,rent,200000,Westlands
Kilimani,1.0,1.0,2024-04-07,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,160000,Dagoretti North
"Riverside, Westlands",2.0,2.0,2024-05-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",flats-apartments,rent,150000,Westlands
"Riverside, Westlands",1.0,1.0,2024-05-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Swimming Pool', 'Wheelchair Access']",flats-apartments,rent,120000,Westlands
