Location,Bedrooms,Bathrooms,Date,Amenities,Property Type,Payment_type,Price,Sub_county
"Two Rivers, Runda, Westlands",4.0,5.0,2024-07-30,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,350000,Westlands
"Lake View, Westlands",3.0,3.0,2024-07-26,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,350000,Westlands
"Kitisuru, Westlands",5.0,5.0,2024-07-31,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,470000,Westlands
Kileleshwa,4.0,3.0,2024-07-30,"['BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,200000,Dagoretti North
"Runda, Westlands",4.0,4.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,280000,Westlands
Kiambu Road,4.0,4.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,325000,Westlands
Kiambu Road,4.0,3.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,225000,Westlands
Kiambu Road,5.0,5.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,430000,Westlands
"Runda, Westlands",5.0,5.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,500000,Westlands
"Kitisuru, Westlands",4.0,5.0,2024-06-29,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,388000,Westlands
"Lower Kabete, Westlands",4.0,4.0,2024-07-31,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,350000,Westlands
"Rosslyn, Westlands",5.0,6.0,2024-06-17,"['BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']",houses,rent,536004,Westlands
"Spring Valley, Westlands",5.0,5.0,2024-06-18,"['BBQ', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,400000,Westlands
"Thome Estate, Kiambu Road",4.0,4.0,2024-07-31,['Gated Community'],houses,rent,140000,Westlands
"Maziwa, Lavington Green, Lavington",3.0,3.0,2024-07-30,"['Aircon', 'Alarm', 'Balcony', 'Bus Stop', 'CCTV', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,285000,Dagoretti North
"Loresho Nairobi, Loresho, Westlands",4.0,4.0,2024-07-30,"['BBQ', 'Balcony', 'Electric Fence', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Staff Quarters']",houses,rent,350000,Westlands
"Kyuna, Westlands",1.0,1.0,2024-07-30,"['Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre']",houses,rent,100000,Westlands
"Lower Kabete, Westlands",4.0,4.0,2024-07-27,"['Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Wheelchair Access']",houses,rent,200000,Westlands
"Karen Hardy, Karen",5.0,4.0,2024-07-30,"['Alarm', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,250000,Langata
Kiambu Road,4.0,5.0,2024-07-30,['Swimming Pool'],houses,rent,230000,Westlands
"., Membley, Ruiru",4.0,4.0,2024-07-30,[],houses,rent,80000,Roysambu
"Muthaiga North, Muthaiga",3.0,4.0,2024-07-30,[],houses,rent,110000,Westlands
Kamangu,4.0,5.0,2024-07-30,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,90000,Unknown
"Runda Mimosa, Runda, Westlands",6.0,7.0,2024-07-30,[],houses,rent,430000,Westlands
"Runda, Westlands",5.0,5.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,455000,Westlands
"Gigiri, Westlands",2.0,2.0,2024-07-30,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,350000,Westlands
Kiambu Road,4.0,5.0,2024-07-30,"['Borehole', 'Electric Fence', 'Gated Community', 'Staff Quarters']",houses,rent,160000,Westlands
"Riverside drive, Riverside, Westlands",4.0,4.0,2024-07-30,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",houses,rent,250000,Westlands
"Runda, Westlands",5.0,5.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,350000,Westlands
Karen,3.0,2.0,2024-07-30,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Wheelchair Access']",houses,rent,180000,Langata
"Lavington mall, Lavington",5.0,5.0,2024-07-30,"['Alarm', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,300000,Dagoretti North
Kiambu Road,4.0,5.0,2024-07-30,"['Backup Generator', 'Gated Community', 'Swimming Pool']",houses,rent,330000,Westlands
"Kitisuru, Westlands",5.0,5.0,2024-07-30,"['BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,700000,Westlands
"Runda, Westlands",5.0,6.0,2024-07-30,['Garden'],houses,rent,350000,Westlands
Kileleshwa,4.0,4.0,2024-05-07,"['Alarm', 'BBQ', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Wheelchair Access']",houses,rent,330000,Dagoretti North
Lavington,5.0,5.0,2024-07-30,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,400000,Dagoretti North
"Windsor, Kiambu Road",5.0,5.0,2024-07-30,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,550000,Westlands
"Runda, Westlands",6.0,6.0,2024-05-07,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Swimming Pool']",houses,rent,900000,Westlands
"Kyuna, Westlands",4.0,4.0,2024-08-07,"['Aircon', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'Shopping Centre', 'Staff Quarters']",houses,rent,350000,Westlands
Lavington,4.0,4.0,2024-08-07,"['Aircon', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']",houses,rent,300000,Dagoretti North
"Kyuna, Westlands",4.0,4.0,2024-09-07,"['Aircon', 'BBQ', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre']",houses,rent,350000,Westlands
"Nyari, Westlands",5.0,5.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,600000,Westlands
"Loresho, Westlands",4.0,4.0,2024-07-30,"['BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Garden', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,300000,Westlands
"Lake View, Westlands",4.0,3.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,350000,Westlands
"Runda, Westlands",4.0,5.0,2024-07-30,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,500000,Westlands
"Thome, Roysambu",3.0,2.0,2024-07-30,"['Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet']",houses,rent,80000,Roysambu
"Nyali, Nyali Area",5.0,5.0,2024-07-30,"['Aircon', 'BBQ', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Garden', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,150000,Unknown
"Getathuru road, Kitisuru, Westlands",5.0,5.0,2024-07-30,"['Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'Furnished', 'Garden', 'Hospital', 'Parking', 'Scenic View', 'School', 'Serviced', 'Shopping Centre']",houses,rent,230000,Westlands
"Thome, Roysambu",4.0,5.0,2024-07-30,"['Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet']",houses,rent,140000,Roysambu
Vipingo,3.0,3.0,2024-07-30,"['BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Sea View', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,160000,Unknown
Karen,2.0,2.0,2024-07-30,"['Balcony', 'En Suite', 'Garden', 'Parking']",houses,rent,180000,Langata
"Loresho, Westlands",4.0,4.0,2024-07-30,"['En Suite', 'Garden', 'Staff Quarters']",houses,rent,300000,Westlands
"Runda, Westlands",4.0,4.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,450000,Westlands
"Runda, Westlands",5.0,5.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,420000,Westlands
"Runda, Westlands",4.0,4.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,320000,Westlands
"Runda, Westlands",4.0,4.0,2024-07-30,[],houses,rent,450000,Westlands
"Runda, Westlands",4.0,4.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre']",houses,rent,300000,Westlands
"Runda, Westlands",5.0,5.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,370000,Westlands
Kiambu Road,4.0,5.0,2024-07-30,"['BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,250000,Westlands
"Runda, Westlands",5.0,5.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,400000,Westlands
"Runda, Westlands",4.0,4.0,2024-07-30,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']",houses,rent,300000,Westlands
"Runda, Westlands",5.0,6.0,2024-07-30,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,480000,Westlands
"Westlands Area, Westlands",5.0,5.0,2024-07-29,"['Alarm', 'Backup Generator', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,598000,Westlands
"Runda, Westlands",4.0,4.0,2024-07-29,"['Alarm', 'Backup Generator', 'Bus Stop', 'En Suite', 'Fibre Internet', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,450000,Westlands
Lavington,5.0,5.0,2024-07-29,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",houses,rent,450000,Dagoretti North
"Karura, Westlands",4.0,5.0,2024-07-29,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,280000,Westlands
Karen,2.0,1.0,2024-07-29,"['Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre']",houses,rent,100000,Langata
Karen,3.0,2.0,2024-07-29,"['Borehole', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre']",houses,rent,200000,Langata
"Thika Road, Ruaraka",4.0,4.0,2024-07-29,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Serviced', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",houses,rent,280000,Roysambu
"old Kitisuru, Kitisuru, Westlands",5.0,4.0,2024-07-29,"['Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,350000,Westlands
Lavington,5.0,5.0,2024-07-29,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,300000,Dagoretti North
"Runda, Westlands",5.0,4.0,2024-07-29,"['Alarm', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,350000,Westlands
"Runda, Westlands",5.0,5.0,2024-07-29,"['Alarm', 'Backup Generator', 'Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,450000,Westlands
"Kitisuru, Westlands",4.0,4.0,2024-07-29,"['Balcony', 'Bus Stop', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet']",houses,rent,400000,Westlands
