Title,Location,Bedrooms,Bathrooms,Size,Date,Amenities,Url,Property Type,Payment_type,Price
6 Bed Villa with En Suite in Lavington,Lavington,6,6,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/6-bedroom-villa-for-rent-lavington-3710889,houses,rent,"KSh 350,000
 / month"
5 Bed Villa with En Suite at Tala Rd,"151, Tala rd, Runda, Westlands",5,6,,11/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']",/listings/5-bedroom-villa-for-rent-runda-3705886,houses,rent,"KSh 550,000
 / month"
5 Bed Townhouse with En Suite at Rosslyn Lone Tree Estate Rd,"1, Rosslyn lone tree estate rd, Rosslyn, Westlands",5,6,,30/07/2024,"['Aircon', 'Alarm', 'BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Gym', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/5-bedroom-townhouse-for-rent-rosslyn-3704932,houses,rent,"KSh 4,300
 / month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,,20/07/2024,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre']",/listings/5-bedroom-house-for-rent-runda-3704365,houses,rent,"KSh 400,000
 / month"
3 Bed Townhouse with En Suite at Along Mombasa Road,"0731J, Along Mombasa Road, Mombasa Road",3,4,2200 ft²,31/07/2024,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",/listings/3-bedroom-townhouse-for-rent-mombasa-road-3710880,houses,rent,"KSh 80,000
 / month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,4,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Gated Community', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/5-bedroom-townhouse-for-rent-lavington-3710833,houses,rent,"KSh 330,000
 / month"
5 Bed Villa with En Suite in Lavington,Lavington,5,5,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/5-bedroom-villa-for-rent-lavington-3710855,houses,rent,"KSh 400,000
 / month"
2 Bed House with En Suite at Off Limuru Rd,"Off Limuru Rd, Muthaiga",2,2,130 m²,31/07/2024,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Walk In Closet', 'Wheelchair Access']",/listings/furnished-2-bedroom-house-for-rent-muthaiga-3710840,houses,rent,"KSh 235,000
 / month"
3 Bed House with En Suite in Ridgeways,Ridgeways,3,3,,31/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Kids Play Area', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/3-bedroom-house-for-rent-ridgeways-3710830,houses,rent,"KSh 110,000
 / month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,6,300 m²,26/07/2024,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']",/listings/5-bedroom-townhouse-for-rent-lavington-3707008,houses,rent,"KSh 330,000
 / month"
6 Bed House with En Suite in Karen,Karen,6,7,700 m²,26/07/2024,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'Bus Stop', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Scenic View', 'School', 'Service Charge Included', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool', 'Wheelchair Access']",/listings/6-bedroom-house-for-rent-karen-3707037,houses,rent,"KSh 500,000
 / month"
4 Bed House in Loresho,"Loresho, Westlands",4,4,,31/07/2024,[],/listings/4-bedroom-house-for-rent-loresho-3710828,houses,rent,"KSh 250,000
 / month"
